Amos,"1 Thus says Yahweh: “For three transgressions of Moab and for four I will not revoke the punishment, because he burned to lime the bones of the king of Edom. 2 So I will send a fire against Moab and it will devour the citadel fortresses of Kerioth, and Moab will die amid uproar, amid war cries and amid the sound of a horn. 3 And I will cut off the ruler from its midst and I will kill all of its officials with him,” says Yahweh. 4 Thus says Yahweh: “For three transgressions of Judah and for four I will not revoke the punishment, because they have rejected the law of Yahweh and have not kept his rules, and their lies have led them astray, after which their ancestors walked! 5 So I will send a fire against Judah and it will devour the citadel fortresses of Jerusalem. 6 Thus says Yahweh: “For three transgressions of Israel and for four I will not revoke the punishment, because they sell the righteous for money and the poor for a pair of sandals! 7 Those who trample the heads of the powerless into the dust of the ground and turn aside the way of the destitute, a man and his father have sexual relations with the same girl, so that they profane my holy name. 8 They stretch themselves out beside every altar on clothing taken in pledge and they drink wine, bought with fines imposed, in the house of their God. 9 Yet I destroyed the Amorite before them, who was as tall as cedars and was as strong as the oaks. I destroyed his fruit above and his roots beneath. ",Amos 2:1-9,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-21-9-100121/direct-download/tbd20100409.mp3
Amos,"9 Yet I destroyed the Amorite before them, who was as tall as cedars and was as strong as the oaks. I destroyed his fruit above and his roots beneath. 10 And I brought you up from the land of Egypt, and I led you in the wilderness forty years to take possession of the land of the Amorite. 11 And I raised up some of your sons to be prophets and some of your young men to be Nazirites. Is it not so, O people of Israel? This is the declaration of Yahweh! 12 But you made the Nazirites drink wine and commanded the prophets, saying, ‘You shall not prophesy.’ 13 Look! I am going to press you down in your place just as a utility cart full of mature stalks of grain is pressed down. 14 Flight will perish from the swift and the strong person will not muster his strength and the warrior will not save his life. 15 And the one who takes hold of the bow will not stand and the one who is swift on his feet will not save himself, nor will the one who rides the horse save his life. 16 Even those who are strong of heart among the mighty will flee away naked from the city on that day. This is the declaration of Yahweh!” 1 Hear this word that Yahweh has spoken against you, O people of Israel, against the whole clan that I brought up from the land of Egypt: 2 “You only have I chosen of all the clans of the earth. Therefore I will punish you for all your iniquities. ",Amos 2:9-3:2,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-2932-100122/direct-download/tbd20100412.mp3
Amos,"1 Hear this word that Yahweh has spoken against you, O people of Israel, against the whole clan that I brought up from the land of Egypt: 2 “You only have I chosen of all the clans of the earth. Therefore I will punish you for all your iniquities. 3 Do two walk together unless they have met? 4 Does a lion roar in the forest when he has no prey? Does a fierce, young lion cry out from his den unless he has caught something? 5 Does a bird fall into a trapping net on the earth when there is no snare for it? Does a trapping net spring up from the ground unless it has certainly caught something? 6 Or is a horn blown in a city and people are not afraid? Or does a disaster occur in the city and Yahweh has not done it? ",Amos 3:1-6,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-31-6-100123/direct-download/tbd20100413.mp3
Amos,"7 Surely my Lord does not do anything unless he has revealed his secret to his servants the prophets. 8 A lion has roared! Who is not afraid? My Lord Yahweh has spoken, who will not prophesy? 9 Proclaim to the citadel fortresses in Ashdod and the citadel fortresses in the land of Egypt and say: “Gather on the mountains of Samaria and see the great panic in her midst and the oppression in her midst!” 10 “They do not know how to do right,” declares Yahweh, “those who store up violence and destruction in their citadel fortresses.” 11 Therefore, thus says my Lord Yahweh, “A foe shall surround the land and bring down your strongholds, and your citadel fortresses shall be plundered.” 12 Thus says Yahweh, “Just as the shepherd rescues two legs or a piece of an ear from the mouth of the lion, so shall the people of Israel who dwell in Samaria, with the corner of a couch and the damask of a bed.” 13 “Listen and testify against the house of Jacob,” declares my Lord Yahweh, the God of hosts. 14 “For on the day I punish Israel for its transgression, I will also punish the altars of Bethel and the horns of the altar will be cut off and fall to the ground. 15 I will ruin the winter house as well as the summer house, and the houses of ivory will perish and the great houses shall come to an end,” declares Yahweh. 1 Hear this word, you cows of Bashan who live on the mountain of Samaria, who oppress the powerless, who crush the poor, who say to their husbands, “Bring something so that we may drink!” ",Amos 3:7-4:1,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-3741-100124/direct-download/tbd20100414.mp3
Amos,"1 Hear this word, you cows of Bashan who live on the mountain of Samaria, who oppress the powerless, who crush the poor, who say to their husbands, “Bring something so that we may drink!” 2 My Lord Yahweh has sworn by his holiness that, “Behold, the days are coming upon you when they will take you away with hooks, even the last of you with fishing hooks. 3 And you shall leave through breaches in the wall, each one in front of her. You will be dragged off toward Harmon,” declares Yahweh. 4 “Come to Bethel and transgress; to Gilgal and multiply transgression! Bring your sacrifices in the morning and your tithes on the third day. 5 And bring a thank offering of leavened bread, and proclaim freewill offerings, pronounce them, for so you love to do, O people of Israel,” is the declaration of my Lord Yahweh. 6 “And I in turn gave you cleanness of teeth in all your cities and lack of bread in all your places. Yet you did not return to me,” is the declaration of Yahweh. 7 “And I also withheld the rain from you when there were still three months to the harvest. And I would send rain on one city and send no rain on another city. One tract of land will be rained on, and the tract of land on which it does not rain will dry up. 8 So two or three cities wandered to one city to drink water and they were not satisfied, yet you did not return to me,” is the declaration of Yahweh. 9 “I struck you with blight and with mildew. Frequently the cutting locust devoured your gardens and your vineyards and your fig trees and your olive trees, yet you did not return to me,” is the declaration of Yahweh. 10 “I sent among you a plague in the manner of Egypt; I killed your young men with the sword, along with the captivity of your horses. And I made the stench of your camps go up into your nostrils, yet you did not return to me,” is the declaration of Yahweh. ",Amos 4:1-10,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-41-10-100125/direct-download/tbd20100415.mp3
Amos,"10 “I sent among you a plague in the manner of Egypt; I killed your young men with the sword, along with the captivity of your horses. And I made the stench of your camps go up into your nostrils, yet you did not return to me,” is the declaration of Yahweh. 11 “I overthrew some of you as God overthrew Sodom and Gomorrah, and you were as a stick snatched from the fire, and yet you did not return to me,” is the declaration of Yahweh. 12 “Therefore, thus I will do to you, O Israel. Because I will do this to you, O Israel, prepare to meet your God! 13 Yes, here is the one who forms the mountains, and the one who creates the wind, and the one who reveals to humankind what his thoughts are, the one who turns dawn into darkness, and the one who treads on the heights of the earth; Yahweh, the God of hosts, is his name!” 1 Hear this word that I am going to intone over you as a lament, O house of Israel! 2 Virgin Israel has fallen and will not rise again. She is deserted on her land; there is no one to raise her up. 3 For thus says my Lord Yahweh, “The city that marches out with a thousand will only have a hundred left. And the one that marches out with a hundred will only have ten left for the house of Israel.” 4 For thus says Yahweh to the house of Israel, “Seek me so that you may live.” 5 But do not seek Bethel or go to Gilgal or cross over to Beersheba, for Gilgal will certainly go into exile and Bethel will come to disaster.” ",Amos 4:10-5:5,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-41055-100126/direct-download/tbd20100416.mp3
Amos,"4 For thus says Yahweh to the house of Israel, “Seek me so that you may live.” 5 But do not seek Bethel or go to Gilgal or cross over to Beersheba, for Gilgal will certainly go into exile and Bethel will come to disaster.” 6 Seek Yahweh so that you may live, so that he will not break out like a fire against the house of Joseph! And it will devour, with none to quench it for Bethel. 7 Ah, you who turn justice into wormwood and hurl righteousness to the ground! 8 The one who made the Pleiades and Orion and who turns deep darkness into the morning and darkens day into night, the one who calls for the waters of the sea and pours them out on the surface of the earth, Yahweh is his name! 9 The one who makes destruction flash upon the fierce, so that destruction comes upon the fortification. 10 They hate the one who reproves in the gate and they abhor the one who speaks honestly. 11 Therefore, because you trample on the poor and you take a grain tax from them, you built houses of dressed stone, but you will not live in them. You built vineyards of delightfulness, but you will not drink their wine. 12 For I know your transgressions are many and your sins are numerous, you foes of the righteous, those who take a bribe, and those who push aside the poor ones in the gate! 13 Therefore, whoever has insight will keep silent in that time, for it is a time of evil. 14 Seek good and not bad in order that you may live, and so Yahweh, the God of hosts, will be with you, as you have said. 15 Hate evil and love good and establish justice in the gate; perhaps Yahweh, the God of hosts, will be gracious to the remnant of Joseph. 16 Therefore, thus says Yahweh, the God of hosts, my Lord, “In all of the public squares there will be wailing, and in all of the streets they will say, ‘Alas, alas!’ They shall call the farmers to mourning and to wailing, to those who are skilled in lamentation. 17 And in all of the vineyards there will be wailing, because I will pass in your midst,” says Yahweh. ",Amos 5:4-17,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-54-17-105861/direct-download/thru-the-bible-with-j-vernon-mcg_2010-04-19_amos-5417.mp3
Amos,"18 Alas, those who desire the day of Yahweh, why is this for you the day of Yahweh? It will be darkness and not light! 19 It will be as if a man fled from a lion and a bear met him; or he went into the house and leaned his hand against the wall and a snake bit him. 20 Is not the day of Yahweh darkness and not light, and pitch dark with no brightness in it? 21 “I hate, I despise your festivals, and I take no delight in your assemblies. 22 Yes, even if you offer me your burnt offerings and grain offerings, I will not accept them, and I will not look at the fellowship offerings of your fattened animals. 23 Remove from me the noise of your songs, and I do not want to hear the melody of your harps! 24 But let justice roll on like the water, and righteousness like an ever-flowing stream. 25 Did you bring to me sacrifices and offerings those forty years in the desert, O house of Israel? 26 And you will take up Sikkuth, your king, and Kaiwan, your images, the star of your gods which you made for yourselves. 27 And I will deport you beyond Damascus,” says Yahweh—the God of hosts is his name. ",Amos 5:18-27,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-518-27-105862/direct-download/thru-the-bible-with-j-vernon-mcg_2010-04-20_amos-51827.mp3
Amos,"1 Alas for those being at ease in Zion, and those who feel secure on Mount Samaria, the notables of the best of the nations! The house of Israel resorts to them. 2 Cross over to Calneh and see, and go from there to Hamath Rabbah and go down to Gath of the Philistines. Are you better than these kingdoms, or is their territory greater than your territory? 3 You that put off the day of disaster and bring near a reign of violence! 4 Alas for those who lie on beds of ivory and lounge on their couches, and those eating young rams from the sheep and goats, and bull-calves from the middle of the animal stall. 5 Alas for those who sing to the tune of the harp; like David they improvise on instruments of music. 6 Alas for those who drink from sprinkling bowls of wine and anoint themselves with the best of olive oils and are not grieved over the ruin of Joseph. ",Amos 6:1-6,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-61-6-105863/direct-download/thru-the-bible-with-j-vernon-mcg_2010-04-21_amos-616.mp3
Amos,"7 Therefore, they shall now go into exile at the head of the exiles and the feast of lounging shall pass away. 8 My Lord Yahweh has sworn by himself, declares Yahweh, the God of hosts: “I abhor the pride of Jacob and I hate his citadel fortresses and I will deliver the city and its fullness!” 9 And then if ten people remain in one house, they too will die. 10 And if one’s relative, who burns the body, lifts it up and brings the body out of the house and he will say to someone in the innermost part of the house, “Are there any more with you?” and he will say, “None,” then he will say, “Silence,” because we must not invoke the name of Yahweh. 11 Look, Yahweh is going to command and the great house will be destroyed to bits and the little house to pieces. 12 Do horses run on rocks, or does one plow the sea with oxen? But you have turned justice into poison and the fruit of righteousness into wormwood! 13 You who rejoice over Lo-Debar, who say, “Have we not taken Karnaim for ourselves by our strength?” 14 Indeed, I am going to raise up against you a nation, O house of Israel, declares Yahweh, the God of hosts. And they shall oppress you from Lebo-hamath up to the wadi of the Arabah. 1 This is what my Lord Yahweh showed me, and look, he is going to form locusts at the beginning of the sprouting of the second crop, and look, after the mowings of the king. 2 And then when they finished eating the vegetation of the land, I said, “O Lord Yahweh, please forgive! How can Jacob stand, because he is small?” 3 Yahweh relented concerning this. “It will not be,” said Yahweh. 4 This is what my Lord Yahweh showed me, and look, my Lord Yahweh was going to call for a legal case with fire, and it devoured the great deep and it ate up the plots of ground. 5 Then I said, “O Lord Yahweh, please stop! How can Jacob stand, because he is small?” 6 Yahweh also relented concerning this. “This also will not be,” said my Lord Yahweh. 7 This is what he showed me: Behold, my Lord was standing beside a wall built with a plummet, and a plummet was in his hand. 8 And Yahweh said to me, “What do you see, Amos?” And I said, “A plummet.” And my Lord said, “Look, I am going to set a plummet in the midst of my people, Israel. I will not pass them by again. 9 The high places of Isaac shall become desolate and the sanctuaries of Israel shall be laid waste. And I will rise against the house of Jeroboam with the sword.” 10 Then Amaziah the priest of Bethel sent to Jeroboam the king of Israel, saying, “Amos has conspired against you in the midst of the house of Israel. The land is not able to endure all of his words. 11 For this Amos has said, ‘Jeroboam will die by the sword and Israel will certainly go into exile away from his land.’ ” 12 And Amaziah said to Amos, “O seer, go, flee to the land of Judah and earn food there and prophesy there!” 13 But do not prophesy again at Bethel, because this is a sanctuary of a king and this is a temple of a kingdom.” 14 And Amos answered and said to Amaziah, “I am not a prophet and I am not a son of a prophet, but I am a herdsman and I am one taking care of sycamore trees. 15 And Yahweh took me from following behind the sheep and goats and Yahweh said to me, “Go, prophesy to my people Israel! ",Amos 6:7-7:15,http://www.oneplace.com/ministries/thru-the-bible-with-j-vernon-mcgee/listen/amos-67-715-105864/direct-download/thru-the-bible-with-j-vernon-mcg_2010-04-22_amos-67715.mp3
